100,4,99,13
55,84,14,87
23,34,38,99
61,66,91,65
41,44,82,34
8,38,22,36
80,71,90,26
33,31,48,33
46,93,3,77
44,7,80,64
30,94,88,37
76,20,82,9
14,18,83,62
30,96,35,29
35,77,90,22
55,46,56,16
69,43,23,44
42,98,24,54
89,29,6,20
62,61,11,95
81,14,58,7
68,49,0,41
48,96,10,74
24,4,17,54
28,6,88,8
79,48,74,28
11,26,73,56
92,45,66,79
63,29,67,56
36,63,2,52
41,30,65,72
65,30,2,97
6,97,27,83
91,39,83,40
16,27,31,37
15,31,26,39
68,84,55,4
5,28,68,25
79,17,99,96
22,4,40,79
66,65,14,0
49,30,62,89
22,34,34,82
0,92,99,68
59,17,100,70
27,20,76,91
79,97,52,53
49,14,31,23
33,64,49,8
89,79,5,98
58,46,39,46
38,54,87,61
69,68,61,53
20,95,48,83
10,34,57,4
53,56,31,46
28,2,7,24
99,88,52,20
32,31,69,89
27,59,91,43
32,47,47,61
39,26,91,25
63,74,99,9
99,61,90,30
2,63,90,5
1,82,0,28
6,88,3,5
87,63,81,24
71,49,31,48
93,83,91,43
93,63,33,95
78,89,54,10
42,32,53,73
12,19,85,55
88,90,1,80
17,96,9,87
34,50,6,100
70,48,78,58
92,94,74,23
65,86,36,66
89,93,37,54
63,89,44,68
31,32,60,20
66,33,79,83
81,2,1,97
72,51,52,32
33,30,5,14
37,42,74,49
89,87,38,65
76,34,76,58
64,36,79,82
31,54,79,10
96,7,56,31
100,99,50,1
50,7,64,96
37,30,54,71
7,9,0,93
52,97,88,87
5,90,30,68
86,61,96,40
43,7,96,98
40,58,3,83
77,75,88,37
13,27,58,91
87,60,55,6
95,22,37,74
31,41,4,77
5,8,93,0
99,48,14,24
83,38,11,77
78,62,21,82
78,30,75,98
79,77,23,92
29,51,21,94
95,44,44,6
94,46,1,68
71,32,42,29
76,66,68,68
93,26,52,97
36,45,66,93
49,17,13,25
32,58,61,76
26,4,27,0
92,88,87,11
81,13,73,91
3,76,1,59
24,63,13,76
64,26,23,1
62,27,99,23
60,52,6,44
46,13,99,84
65,60,41,40
79,35,16,27
91,46,59,64
92,20,10,67
4,1,14,7
70,8,100,88
95,77,88,16
94,80,43,94
96,5,85,51
51,40,13,99
32,49,64,84
90,52,100,24
83,87,88,73
78,66,91,68
15,29,93,82
86,17,52,6
74,40,1,21
80,64,33,14
3,67,4,35
79,69,28,70
15,91,51,30
31,97,1,85
10,52,73,32
17,24,32,74
65,86,57,42
43,2,57,67
4,39,22,20
83,25,56,4
50,27,66,9
27,88,0,51
13,39,74,10
93,14,17,68
13,91,82,80
31,68,96,30
8,51,95,87
77,48,1,18
9,44,66,28
91,89,52,87
35,1,50,42
64,69,66,30
75,44,63,63
10,86,18,69
82,83,78,8
71,39,97,74
31,62,66,6
88,47,73,74
71,90,16,0
25,31,14,7
78,60,25,100
54,96,4,51
29,46,55,42
8,34,78,5
84,62,26,59
78,45,38,18
69,76,48,84
15,87,20,93
62,24,89,81
40,37,94,97
97,9,73,33
88,86,49,37
91,18,10,72
14,70,73,14
30,23,6,92
17,4,7,73
80,77,71,65
39,14,12,32
92,38,87,6
60,24,93,63
66,8,94,53
10,2,67,76
100,76,88,29
90,98,2,36
77,25,65,68
94,46,0,89
18,73,13,35
99,89,71,35
20,37,73,34
77,84,14,69
10,55,89,88
5,62,10,70
81,75,72,12
65,69,58,60
45,24,6,6
47,18,77,32
61,31,88,74
100,89,20,91
35,60,89,31
37,88,63,83
26,66,17,33
8,11,23,70
32,18,10,88
48,36,51,92
24,28,35,20
51,95,94,78
12,35,5,77
2,68,6,8
57,37,63,50
65,78,76,6
79,30,64,92
78,27,89,18
19,7,20,4
52,17,87,74
22,59,19,95
63,40,29,68
62,81,18,29
57,5,23,20
48,17,53,6
91,97,42,23
53,39,45,11
26,26,38,3
81,28,49,99
73,98,69,99
47,2,12,53
29,28,59,58
45,9,52,48
12,97,20,0
74,99,29,15
40,12,61,86
23,97,72,53
82,33,42,9
100,98,66,79
59,25,5,36
10,1,34,22
85,41,58,91
65,31,33,73
6,74,62,74
67,18,70,12
89,43,68,61
14,45,89,49
49,69,42,68
36,35,68,46
9,69,22,62
10,97,29,17
67,90,10,5
33,52,88,45
28,93,85,34
25,64,18,22
11,98,56,67
81,95,14,66
98,71,48,85
19,100,37,49
15,43,33,67
18,36,54,10
65,33,43,21
54,18,12,85
8,33,22,25
21,98,76,99
13,97,79,52
98,48,89,56
50,36,22,54
92,78,92,63
12,12,9,47
51,6,40,6
44,46,26,71
4,7,21,26
46,46,27,44
88,90,23,50
24,45,20,78
60,70,20,90
59,30,82,84
40,39,7,47
92,60,56,83
69,13,38,43
12,0,97,83
82,64,20,100
57,47,74,51
72,84,4,49
25,61,7,10
70,35,49,84
95,23,7,61
45,76,24,100
20,44,59,49
15,90,63,54
10,61,15,79
22,17,97,56
59,70,50,8
86,62,86,58
65,15,55,53
87,43,28,74
91,7,47,3
69,1,40,0
10,87,49,21
32,12,7,13
77,60,7,19
45,82,75,32
29,19,57,31
